"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"NANO BITCOIN PERP STYLE - COINBASE DERIVATIVES, LLC",260217,2026-02-17,133LM4,FREX,00,133 ,  127825,       0,      31,       0,       0,       0,       0,   47279,   11669,       0,   67884,  111969,      26,  115189,  123695,   12636,    4130,   -8041,       0,     -36,       0,       0,       0,       0,   18105,  -38365,       0,  -26463,   30011,      26,   -8332,   -8364,     291,     323,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   37.0,    9.1,    0.0,   53.1,   87.6,    0.0,   90.1,   96.8,    9.9,    3.2,    818,      0,.,      0,      0,      0,      0,      4,      9,      0,    542,    262,.,    546,    273,    41.1,    41.7,    45.1,    52.3,    41.1,    41.7,    45.1,    52.3,"(1/100 X Bitcoin)","133LM4","FREX","133 ","F85","FutOnly"
"NANO BITCOIN PERP STYLE - COINBASE DERIVATIVES, LLC",260210,2026-02-10,133LM4,FREX,00,133 ,  135866,       0,      67,       0,       0,       0,       0,   29174,   50034,       0,   94347,   81958,       0,  123521,  132059,   12345,    3807,   17697,     -40,      67,       0,       0,       0,       0,   10477,   13538,       0,    8068,    4023,       0,   18505,   17628,    -808,      69,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   21.5,   36.8,    0.0,   69.4,   60.3,    0.0,   90.9,   97.2,    9.1,    2.8,    802,      0,.,      0,      0,      0,      0,      6,      7,      0,    532,    256,      0,    538,    264,    34.9,    46.8,    43.3,    57.9,    34.9,    46.8,    43.3,    57.9,"(1/100 X Bitcoin)","133LM4","FREX","133 ","F85","FutOnly"
"NANO BITCOIN PERP STYLE - COINBASE DERIVATIVES, LLC",260203,2026-02-03,133LM4,FREX,00,133 ,  118169,      40,       0,       0,       0,       0,       0,   18697,   36496,       0,   86279,   77935,       0,  105016,  114431,   13153,    3738,    4146,      40,    -285,       0,       0,       0,       0,  -13266,   21753,       0,   17026,  -17464,     -44,    3756,    3960,     390,     186,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   15.8,   30.9,    0.0,   73.0,   66.0,    0.0,   88.9,   96.8,   11.1,    3.2,    808,.,      0,      0,      0,      0,      0,      5,     10,      0,    582,    210,      0,    588,    220,    23.7,    38.3,    31.2,    56.8,    23.7,    38.3,    31.2,    56.8,"(1/100 X Bitcoin)","133LM4","FREX","133 ","F85","FutOnly"
"NANO BITCOIN PERP STYLE - COINBASE DERIVATIVES, LLC",260127,2026-01-27,133LM4,FREX,00,133 ,  114023,       0,     285,       0,       0,       0,       0,   31963,   14743,       0,   69253,   95399,      44,  101260,  110471,   12763,    3552,    6805,       0,     -35,       0,       0,       0,       0,   21213,  -10700,       0,  -15187,   17031,      44,    6070,    6340,     735,     465,  100.0,    0.0,    0.2,    0.0,    0.0,    0.0,    0.0,   28.0,   12.9,    0.0,   60.7,   83.7,    0.0,   88.8,   96.9,   11.2,    3.1,    797,      0,.,      0,      0,      0,      0,      4,      8,      0,    524,    260,.,    528,    270,    29.8,    30.0,    35.0,    42.6,    29.8,    30.0,    35.0,    42.6,"(1/100 X Bitcoin)","133LM4","FREX","133 ","F85","FutOnly"
"BITCOIN CASH PERP STYLE - COINBASE DERIVATIVES, LLC",260331,2026-03-31,133LM5,FREX,00,133 ,    2634,       0,       0,       0,       0,       0,       0,    1621,    2313,      21,     794,     233,       0,    2436,    2567,     198,      67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   61.5,   87.8,    0.8,   30.1,    8.8,    0.0,   92.5,   97.5,    7.5,    2.5,     21,      0,      0,      0,      0,      0,      0,.,      4,.,     10,      5,      0,     13,      9,    74.4,    88.9,    85.2,    96.5,    74.4,    88.1,    85.2,    95.7,"(1 Bitcoin)","133LM5","FREX","133 ","F85","FutOnly"
"ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE",260505,2026-05-05,146021,CME ,00,146 ,   30408,   19036,    7259,    2448,    3385,    2025,    1204,    2330,   15923,     950,     244,      83,       0,   29597,   29892,     811,     516,    2631,     280,    -205,      91,     923,       8,     227,     188,    2140,     639,     208,    -225,       0,    2556,    2675,      75,     -44,  100.0,   62.6,   23.9,    8.1,   11.1,    6.7,    4.0,    7.7,   52.4,    3.1,    0.8,    0.3,    0.0,   97.3,   98.3,    2.7,    1.7,     99,      6,     10,.,      8,      8,      5,     18,     44,      9,.,.,      0,     45,     71,    81.1,    40.2,    87.1,    58.4,    71.9,    35.5,    75.5,    50.7,"(50 Index Points)","146021","CME ","146 ","F85","FutOnly"
"ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE",260428,2026-04-28,146021,CME ,00,146 ,   27777,   18756,    7464,    2357,    2462,    2017,     977,    2142,   13783,     311,      36,     308,       0,   27041,   27217,     736,     560,   -3228,     -18,    -870,    -816,     -65,    -559,    -596,    -299,     659,   -1333,     -30,     220,       0,   -3157,   -3295,     -71,      67,  100.0,   67.5,   26.9,    8.5,    8.9,    7.3,    3.5,    7.7,   49.6,    1.1,    0.1,    1.1,    0.0,   97.4,   98.0,    2.6,    2.0,     87,      4,     11,.,      7,      9,      4,     11,     39,      8,.,      4,      0,     34,     67,    87.1,    38.5,    91.4,    58.5,    78.2,    36.0,    80.3,    52.6,"(50 Index Points)","146021","CME ","146 ","F85","FutOnly"
"ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE",260421,2026-04-21,146021,CME ,00,146 ,   31005,   18774,    8334,    3173,    2527,    2576,    1573,    2441,   13124,    1644,      66,      88,       0,   30198,   30512,     807,     493,   -3349,     353,     765,   -1104,    -449,     127,     186,     361,    -905,   -2313,    -366,     -79,       0,   -3332,   -3323,     -17,     -26,  100.0,   60.6,   26.9,   10.2,    8.2,    8.3,    5.1,    7.9,   42.3,    5.3,    0.2,    0.3,    0.0,   97.4,   98.4,    2.6,    1.6,     91,      4,     11,      4,      6,     11,      4,     18,     35,     21,.,.,      0,     51,     69,    79.8,    36.6,    86.5,    56.4,    69.9,    29.0,    72.7,    45.4,"(50 Index Points)","146021","CME ","146 ","F85","FutOnly"
"ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE",260414,2026-04-14,146021,CME ,00,146 ,   34354,   18421,    7569,    4277,    2976,    2449,    1387,    2080,   14029,    3957,     432,     167,       0,   33530,   33835,     824,     519,    5706,    1854,    1133,     278,     896,     280,    -353,    -722,    1200,    3186,     345,     -22,       0,    5484,    5702,     222,       4,  100.0,   53.6,   22.0,   12.4,    8.7,    7.1,    4.0,    6.1,   40.8,   11.5,    1.3,    0.5,    0.0,   97.6,   98.5,    2.4,    1.5,    104,      4,     12,.,      6,     11,      5,     18,     45,     18,      4,.,      0,     51,     78,    82.3,    37.0,    88.6,    58.8,    61.4,    27.6,    64.4,    41.7,"(50 Index Points)","146021","CME ","146 ","F85","FutOnly"
"ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE",260407,2026-04-07,146021,CME ,00,146 ,   28648,   16567,    6436,    3999,    2080,    2169,    1740,    2802,   12829,     771,      87,     189,       0,   28046,   28133,     602,     515,     185,     -90,     193,    -371,     -33,     -36,       9,     239,     -45,     381,      58,     102,       0,     193,     233,      -8,     -48,  100.0,   57.8,   22.5,   14.0,    7.3,    7.6,    6.1,    9.8,   44.8,    2.7,    0.3,    0.7,    0.0,   97.9,   98.2,    2.1,    1.8,     94,      4,     12,.,      6,      9,      6,     14,     42,     12,.,.,      0,     42,     73,    85.4,    39.5,    90.2,    60.4,    69.2,    32.0,    71.6,    48.0,"(50 Index Points)","146021","CME ","146 ","F85","FutOnly"
"ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE",260331,2026-03-31,146021,CME ,00,146 ,   28463,   16657,    6243,    4370,    2113,    2205,    1731,    2563,   12874,     390,      29,      87,       0,   27853,   27900,     610,     563,   -7383,    -690,      51,   -4695,     -97,     123,    -174,     639,     -52,   -2144,     -34,    -516,       0,   -7195,   -7407,    -188,      24,  100.0,   58.5,   21.9,   15.4,    7.4,    7.7,    6.1,    9.0,   45.2,    1.4,    0.1,    0.3,    0.0,   97.9,   98.0,    2.1,    2.0,     89,      4,     11,.,      6,      8,      4,     12,     44,      7,.,.,      0,     31,     71,    87.2,    41.7,    92.2,    61.1,    69.3,    33.3,    72.1,    47.7,"(50 Index Points)","146021","CME ","146 ","F85","FutOnly"
"ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE",260324,2026-03-24,146021,CME ,00,146 ,   35846,   17347,    6192,    9065,    2210,    2082,    1905,    1924,   12926,    2534,      63,     603,       0,   35048,   35307,     798,     539,   -2731,   -1799,      15,    -408,    -684,    -110,     455,    -390,   -3377,     470,    -386,     254,       0,   -2742,   -2701,      11,     -30,  100.0,   48.4,   17.3,   25.3,    6.2,    5.8,    5.3,    5.4,   36.1,    7.1,    0.2,    1.7,    0.0,   97.8,   98.5,    2.2,    1.5,     90,      4,     11,      4,      6,      9,      4,     12,     42,     13,.,.,      0,     40,     71,    84.4,    46.8,    91.3,    64.1,    56.8,    25.1,    58.2,    38.7,"(50 Index Points)","146021","CME ","146 ","F85","FutOnly"
"ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE",260317,2026-03-17,146021,CME ,00,146 ,   38577,   19146,    6177,    9473,    2894,    2192,    1450,    2314,   16303,    2064,     449,     349,       0,   37790,   38008,     787,     569,    3318,    2043,     265,     307,     685,      31,     -83,    -140,    2701,     151,     365,     -73,       0,    3328,    3299,     -10,      19,  100.0,   49.6,   16.0,   24.6,    7.5,    5.7,    3.8,    6.0,   42.3,    5.4,    1.2,    0.9,    0.0,   98.0,   98.5,    2.0,    1.5,    100,      5,     10,.,      4,     12,      5,     17,     45,     13,      4,.,      0,     44,     77,    83.7,    44.5,    88.9,    61.4,    58.6,    24.6,    60.9,    37.9,"(50 Index Points)","146021","CME ","146 ","F85","FutOnly"
"ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE",260310,2026-03-10,146021,CME ,00,146 ,   35259,   17103,    5912,    9166,    2209,    2161,    1533,    2454,   13602,    1913,      84,     422,       0,   34462,   34709,     797,     550,     902,     197,   -2457,    3383,     197,     111,       8,    -646,    2735,   -2294,      25,    -328,       0,     870,    1158,      32,    -256,  100.0,   48.5,   16.8,   26.0,    6.3,    6.1,    4.3,    7.0,   38.6,    5.4,    0.2,    1.2,    0.0,   97.7,   98.4,    2.3,    1.6,    101,      5,      9,.,      6,     11,      4,     17,     47,     15,.,.,      0,     45,     77,    84.5,    43.8,    89.9,    62.6,    56.4,    22.1,    58.3,    35.7,"(50 Index Points)","146021","CME ","146 ","F85","FutOnly"
"ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE",260303,2026-03-03,146021,CME ,00,146 ,   34357,   16906,    8369,    5783,    2012,    2050,    1525,    3100,   10867,    4207,      59,     750,       0,   33592,   33551,     765,     806,   -2731,    2175,   -1698,     577,     803,    -328,    -369,   -1931,    3133,   -3776,    -111,    -253,       0,   -2632,   -2714,     -99,     -17,  100.0,   49.2,   24.4,   16.8,    5.9,    6.0,    4.4,    9.0,   31.6,   12.2,    0.2,    2.2,    0.0,   97.8,   97.7,    2.2,    2.3,     97,      4,     10,.,      5,      9,      4,     20,     43,     17,.,.,      0,     46,     74,    80.8,    46.4,    89.9,    61.0,    58.7,    24.3,    60.5,    35.5,"(50 Index Points)","146021","CME ","146 ","F85","FutOnly"
"ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE",260224,2026-02-24,146021,CME ,00,146 ,   37088,   14731,   10067,    5206,    1209,    2378,    1894,    5031,    7734,    7983,     170,    1003,       0,   36224,   36265,     864,     823,    3934,    -901,    -184,     780,   -1214,     791,     564,     562,   -2260,    4134,      25,      20,       0,    3950,    3845,     -16,      89,  100.0,   39.7,   27.1,   14.0,    3.3,    6.4,    5.1,   13.6,   20.9,   21.5,    0.5,    2.7,    0.0,   97.7,   97.8,    2.3,    2.2,     98,      4,      9,.,      4,     10,      6,     20,     39,     21,      5,      5,      0,     53,     74,    71.4,    45.5,    88.5,    62.4,    51.5,    27.5,    53.5,    37.7,"(50 Index Points)","146021","CME ","146 ","F85","FutOnly"
"ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE",260217,2026-02-17,146021,CME ,00,146 ,   33154,   15632,   10251,    4426,    2423,    1587,    1330,    4469,    9994,    3849,     145,     983,       0,   32274,   32420,     880,     734,    -660,    -170,     204,     -93,     788,     633,      58,    -745,    -969,    -544,      26,     125,       0,    -680,    -586,      20,     -74,  100.0,   47.1,   30.9,   13.3,    7.3,    4.8,    4.0,   13.5,   30.1,   11.6,    0.4,    3.0,    0.0,   97.3,   97.8,    2.7,    2.2,    102,      4,     10,      4,      4,     11,      4,     22,     42,     17,      4,      5,      0,     49,     78,    77.6,    44.5,    87.9,    58.5,    61.7,    31.5,    64.2,    42.3,"(50 Index Points)","146021","CME ","146 ","F85","FutOnly"
"ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE",260210,2026-02-10,146021,CME ,00,146 ,   33814,   15802,   10047,    4519,    1635,     954,    1272,    5214,   10963,    4393,     119,     858,       0,   32954,   33006,     860,     808,      91,   -2055,     140,    -422,     363,     275,    -127,    1088,   -1397,    1238,     -50,     215,       0,      35,     -78,      56,     169,  100.0,   46.7,   29.7,   13.4,    4.8,    2.8,    3.8,   15.4,   32.4,   13.0,    0.4,    2.5,    0.0,   97.5,   97.6,    2.5,    2.4,     88,      4,      8,.,.,      9,.,     21,     37,     15,.,      4,      0,     42,     67,    76.7,    46.4,    90.1,    63.0,    61.2,    31.6,    63.4,    43.4,"(50 Index Points)","146021","CME ","146 ","F85","FutOnly"
"ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE",260203,2026-02-03,146021,CME ,00,146 ,   33723,   17857,    9907,    4941,    1272,     679,    1399,    4126,   12360,    3155,     169,     643,       0,   32919,   33084,     804,     639,   -6696,   -4075,    -350,   -1793,    -698,      46,     537,     917,   -3754,   -1340,    -182,     -16,       0,   -6634,   -6670,     -62,     -26,  100.0,   53.0,   29.4,   14.7,    3.8,    2.0,    4.1,   12.2,   36.7,    9.4,    0.5,    1.9,    0.0,   97.6,   98.1,    2.4,    1.9,     94,      4,      8,      5,      5,      6,.,     20,     41,     16,      4,      4,      0,     48,     69,    77.7,    48.5,    88.1,    67.1,    62.0,    32.7,    64.1,    48.7,"(50 Index Points)","146021","CME ","146 ","F85","FutOnly"
"ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE",260127,2026-01-27,146021,CME ,00,146 ,   40419,   21932,   10257,    6734,    1970,     633,     862,    3209,   16114,    4495,     351,     659,       0,   39553,   39754,     866,     665,    3849,     504,    -321,    3722,    -340,    -884,     227,   -2773,   -1318,    2661,     -33,    -292,      -4,    3964,    3791,    -115,      58,  100.0,   54.3,   25.4,   16.7,    4.9,    1.6,    2.1,    7.9,   39.9,   11.1,    0.9,    1.6,    0.0,   97.9,   98.4,    2.1,    1.6,     92,      5,      8,.,      5,      5,.,     20,     40,     12,      5,      4,      0,     44,     65,    77.7,    51.6,    87.3,    68.8,    60.4,    31.1,    63.2,    46.6,"(50 Index Points)","146021","CME ","146 ","F85","FutOnly"
"ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE",260120,2026-01-20,146021,CME ,00,146 ,   36570,   21428,   10578,    3012,    2310,    1517,     635,    5982,   17432,    1834,     384,     951,       4,   35589,   35963,     981,     607,    -766,   -1911,      68,      73,    -611,     399,      51,    3600,      49,   -1695,    -239,     244,       4,    -728,    -807,     -38,      41,  100.0,   58.6,   28.9,    8.2,    6.3,    4.1,    1.7,   16.4,   47.7,    5.0,    1.1,    2.6,    0.0,   97.3,   98.3,    2.7,    1.7,    107,      5,      8,.,      5,      8,.,     27,     40,     18,      6,      6,.,     60,     71,    77.6,    46.6,    86.2,    64.4,    71.8,    36.6,    74.7,    54.1,"(50 Index Points)","146021","CME ","146 ","F85","FutOnly"
"ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE",260113,2026-01-13,146021,CME ,00,146 ,   37336,   23339,   10510,    2939,    2921,    1118,     584,    2382,   17383,    3529,     623,     707,       0,   36317,   36770,    1019,     566,    -584,    -279,      17,     -51,    -126,     179,    -111,     906,     536,   -1021,     100,     -78,       0,    -582,    -529,      -2,     -55,  100.0,   62.5,   28.1,    7.9,    7.8,    3.0,    1.6,    6.4,   46.6,    9.5,    1.7,    1.9,    0.0,   97.3,   98.5,    2.7,    1.5,     99,      5,      8,.,      4,      7,.,     20,     39,     16,      8,      6,      0,     52,     67,    80.4,    43.9,    87.4,    63.0,    71.2,    33.3,    73.1,    51.3,"(50 Index Points)","146021","CME ","146 ","F85","FutOnly"
"ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE",260106,2026-01-06,146021,CME ,00,146 ,   37920,   23618,   10493,    2990,    3047,     939,     695,    1476,   16847,    4550,     523,     785,       0,   36899,   37299,    1021,     621,    4285,    1456,    -298,    1218,     950,    -261,    -147,      98,    3606,     229,     326,      79,       0,    4130,    4426,     155,    -141,  100.0,   62.3,   27.7,    7.9,    8.0,    2.5,    1.8,    3.9,   44.4,   12.0,    1.4,    2.1,    0.0,   97.3,   98.4,    2.7,    1.6,     93,      5,      8,.,      4,      6,      4,     17,     38,     17,      6,      7,      0,     50,     67,    85.1,    44.8,    89.2,    64.4,    69.6,    32.1,    71.5,    50.0,"(50 Index Points)","146021","CME ","146 ","F85","FutOnly"
"MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE",260505,2026-05-05,146022,CME ,00,146 ,   37290,     355,    1931,       0,    1307,    5161,       0,   11284,   26127,     263,   21766,    3251,      10,   34985,   36743,    2305,     547,   -4207,    -912,     683,       0,    -457,     318,       0,   -4089,   -5085,     -40,    1229,       0,     -70,   -4339,   -4194,     132,     -13,  100.0,    1.0,    5.2,    0.0,    3.5,   13.8,    0.0,   30.3,   70.1,    0.7,   58.4,    8.7,    0.0,   93.8,   98.5,    6.2,    1.5,    250,.,.,      0,.,      4,      0,     21,     17,      4,    163,     38,.,    191,     64,    22.5,    54.4,    35.3,    73.8,    22.5,    54.4,    35.3,    73.5,"(0.1 Index Points)","146022","CME ","146 ","F85","FutOnly"
"MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE",260428,2026-04-28,146022,CME ,00,146 ,   41497,    1267,    1248,       0,    1764,    4843,       0,   15373,   31212,     303,   20537,    3251,      80,   39324,   40937,    2173,     560,  -26638,   -1307,    1248,    -549,     -64,   -1628,    -126,  -13381,  -17261,   -7877,   -3076,    -444,      38,  -26342,  -26599,    -296,     -39,  100.0,    3.1,    3.0,    0.0,    4.3,   11.7,    0.0,   37.0,   75.2,    0.7,   49.5,    7.8,    0.2,   94.8,   98.7,    5.2,    1.3,    242,      5,.,      0,.,      4,      0,     20,     14,      4,    157,     37,.,    189,     60,    30.0,    72.7,    41.3,    84.1,    30.0,    72.7,    41.3,    84.0,"(0.1 Index Points)","146022","CME ","146 ","F85","FutOnly"
"MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE",260421,2026-04-21,146022,CME ,00,146 ,   68135,    2574,       0,     549,    1828,    6471,     126,   28754,   48473,    8180,   23613,    3695,      42,   65666,   67536,    2469,     599,    6892,     981,       0,     411,    -309,    -977,     126,    1432,    2028,    5246,   -1355,     343,     -20,    6512,    7157,     380,    -265,  100.0,    3.8,    0.0,    0.8,    2.7,    9.5,    0.2,   42.2,   71.1,   12.0,   34.7,    5.4,    0.1,   96.4,   99.1,    3.6,    0.9,    265,      7,      0,.,      4,      4,.,     21,     17,      7,    177,     35,.,    215,     62,    48.6,    72.4,    55.6,    87.2,    39.5,    67.1,    45.7,    77.3,"(0.1 Index Points)","146022","CME ","146 ","F85","FutOnly"
"MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE",260414,2026-04-14,146022,CME ,00,146 ,   61243,    1593,       0,     138,    2137,    7448,       0,   27322,   46445,    2934,   24968,    3352,      62,   59154,   60379,    2089,     864,    -668,   -1282,       0,     138,     519,   -1323,       0,   -8807,   -1865,    2934,    5852,    -698,      -3,    -649,    -817,     -19,     149,  100.0,    2.6,    0.0,    0.2,    3.5,   12.2,    0.0,   44.6,   75.8,    4.8,   40.8,    5.5,    0.1,   96.6,   98.6,    3.4,    1.4,    260,      7,      0,.,      4,      4,      0,     20,     17,      4,    171,     37,.,    205,     63,    45.1,    76.7,    52.5,    86.6,    40.6,    75.6,    47.9,    84.3,"(0.1 Index Points)","146022","CME ","146 ","F85","FutOnly"
"MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE",260407,2026-04-07,146022,CME ,00,146 ,   61911,    2875,       0,       0,    1618,    8771,       0,   36129,   48310,       0,   19116,    4050,      65,   59803,   61196,    2108,     715,    6630,     -11,       0,       0,     517,    -513,       0,    7829,    9538,   -2336,     342,     -94,       5,    6346,    6600,     284,      30,  100.0,    4.6,    0.0,    0.0,    2.6,   14.2,    0.0,   58.4,   78.0,    0.0,   30.9,    6.5,    0.1,   96.6,   98.8,    3.4,    1.2,    223,      6,      0,      0,.,      4,      0,     19,     15,      0,    136,     41,      4,    165,     62,    53.4,    81.0,    61.6,    90.1,    53.4,    81.0,    61.6,    90.1,"(0.1 Index Points)","146022","CME ","146 ","F85","FutOnly"
"MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE",260331,2026-03-31,146022,CME ,00,146 ,   55281,    2886,       0,       0,    1101,    9284,       0,   28300,   38772,    2336,   18774,    4144,      60,   53457,   54596,    1824,     685,  -26453,    1161,   -2347,       0,      99,      87,       0,   -6920,  -11382,  -12840,   -7052,    -139,      48,  -25504,  -26573,    -949,     120,  100.0,    5.2,    0.0,    0.0,    2.0,   16.8,    0.0,   51.2,   70.1,    4.2,   34.0,    7.5,    0.1,   96.7,   98.8,    3.3,    1.2,    216,      6,      0,      0,.,      4,      0,     18,     13,.,    126,     47,.,    154,     66,    49.0,    71.9,    57.7,    87.9,    47.3,    71.9,    54.9,    83.7,"(0.1 Index Points)","146022","CME ","146 ","F85","FutOnly"
"MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE",260324,2026-03-24,146022,CME ,00,146 ,   81734,    1725,    2347,       0,    1002,    9197,       0,   35220,   50154,   15176,   25826,    4283,      12,   78961,   81169,    2773,     565,   26279,     692,    -596,       0,    -187,     -99,       0,   22009,   21066,    6385,   -2040,     -34,     -43,   26816,   26679,    -537,    -400,  100.0,    2.1,    2.9,    0.0,    1.2,   11.3,    0.0,   43.1,   61.4,   18.6,   31.6,    5.2,    0.0,   96.6,   99.3,    3.4,    0.7,    258,      6,.,      0,.,      4,      0,     18,     20,      6,    162,     44,.,    195,     71,    59.6,    74.6,    64.7,    86.7,    44.5,    56.8,    48.9,    68.7,"(0.1 Index Points)","146022","CME ","146 ","F85","FutOnly"
"MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE",260317,2026-03-17,146022,CME ,00,146 ,   55455,    1033,    2943,       0,    1189,    9296,       0,   13211,   29088,    8791,   27866,    4317,      55,   52145,   54490,    3310,     965,   -5277,     440,     874,       0,    -140,    1005,       0,   -3667,   -2791,   -5557,    3101,     906,      35,   -5788,   -5528,     511,     251,  100.0,    1.9,    5.3,    0.0,    2.1,   16.8,    0.0,   23.8,   52.5,   15.9,   50.2,    7.8,    0.1,   94.0,   98.3,    6.0,    1.7,    293,      5,.,      0,.,      4,      0,     21,     22,      4,    193,     42,.,    226,     73,    35.6,    58.5,    42.5,    75.8,    21.2,    50.5,    28.1,    64.5,"(0.1 Index Points)","146022","CME ","146 ","F85","FutOnly"
"MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE",260310,2026-03-10,146022,CME ,00,146 ,   60732,     593,    2069,       0,    1329,    8291,       0,   16878,   31879,   14348,   24765,    3411,      20,   57933,   60018,    2799,     714,    8932,    -261,    2069,    -564,     331,     203,       0,    -201,     241,    7981,    1571,    -975,     -10,    8847,    8945,      85,     -13,  100.0,    1.0,    3.4,    0.0,    2.2,   13.7,    0.0,   27.8,   52.5,   23.6,   40.8,    5.6,    0.0,   95.4,   98.8,    4.6,    1.2,    254,      5,.,      0,.,      4,      0,     19,     18,.,    156,     47,.,    186,     72,    48.2,    74.9,    56.4,    86.4,    29.4,    53.0,    34.9,    63.8,"(0.1 Index Points)","146022","CME ","146 ","F85","FutOnly"
